"","modelseg","modelda","gageID","gageDA"
"78","PS2_6420_6360",22.69510078,1627500,212
"79","PS2_6490_6420",63.79270172,1626850,148
"80","PS2_6730_6660",127.322998,1626000,127
"81","PS3_5100_5080",264.7120056,1634000,770
"82","PS3_5100_5080",264.7120056,1633000,508
"83","PS3_6161_6280",9.024299622,1622000,376
"84","PS3_6460_6230",374.7090149,1625000,373
"85","PS4_5840_5240",297.394989,1628500,1079
"86","PS5_4370_4150",22.21890068,1636500,3041
"87","PS5_5200_4380",37.53620148,1631000,1634
"88","PS5_5240_5200",262.2600098,1629500,1372
"89","PU0_5620_5380",88.17849731,1605500,179
"90","PU1_3100_3690",104.4660034,1610155,102
"91","PU1_3850_4190",48.5243988,1596500,49.1
"92","PU1_4300_4440",11.11530018,1597500,106
"93","PU1_4760_4450",9.852370262,1595200,48.7
"94","PU2_3900_3750",66.40640259,1616500,273
"95","PU2_4050_4180",10.81620026,1619500,281
"96","PU2_4160_3930",63.76150131,1604500,221
"97","PU2_4720_4750",73.17289734,1595000,73.1
"98","PU2_4730_4220",58.4070015,1615000,58.2
"99","PU2_5190_4310",176.8000031,1608000,277
"100","PU2_5190_4310",176.8000031,1607500,103
"101","PU3_3290_3390",23.48329926,1614500,494
"102","PU3_3680_3890",64.2410965,1601500,247
"103","PU3_3860_3610",60.60020065,1611500,675
"104","PU4_3990_3780",2.578020096,1603000,877
"105","PU4_4210_4170",19.39369965,1608500,1461
"106","PU4_4440_3970",3.282510042,1598500,406
"107","PU4_5050_4310",251.1150055,1606500,651
"108","PU6_3530_3440",16.93250084,1613000,4064
"109","PU6_3870_3690",46.85279846,1610000,3129
"110","PU6_4080_4180",9.777449608,1618000,5953
"111","RL1_6322_0000",1.521589994,1668500,45.6
"112","RL1_6322_0000",29.13820076,1668500,45.6
"113","RL5_6070_0000",25.1086998,1668000,1595
"114","RL5_6070_0000",334.5299988,1668000,1595
"115","RL5_6320_0000",0.663946986,1669000,27.9
"116","RL5_6320_0000",27.08589935,1669000,27.9
"117","RU2_6200_6170",14.82040024,1666500,179
"118","RU2_6220_6170",131.2870026,1665500,115
"119","RU3_5610_5640",68.77539825,1663500,285
"120","RU4_5640_6030",257.0010071,1664000,619
"121","RU4_6040_6030",226.822998,1667500,468
"122","WM1_3910_0001",32.43420029,1589300,32.5
"123","WM3_4060_0001",83.17700195,1589000,285
"124","WU1_3331_3330",10.43150043,1581700,34.8
"125","WU1_3490_3480",25.70779991,1583500,59.8
"126","WU2_3320_3480",27.92090034,1582500,160
"127","XL0_5320_0001",9.278499603,1594670,9.38
"128","XL1_4690_0001",93.0326004,1594526,89.7
"129","XU2_4070_4330",44.38690186,1591000,34.8
"130","XU2_4270_4650",63.93709946,1594000,98.4
"131","XU2_4330_4480",53.55479813,1591610,78.6
"132","XU2_4330_4480",53.55479813,1592500,132
"133","XU3_4650_0001",9.438010216,1594440,348
"134","YM3_6430_6620",202.7030029,1674000,256
"135","YM4_6620_0001",108.0149994,1674500,603
"136","YP0_6840_0001",4.927700043,1673550,25.5
"137","YP1_6570_6680",106.7480011,1671100,107
"138","YP3_6330_6700",121.6100006,1670400,342
"139","YP3_6690_6720",71.55889893,1672500,395
"140","YP3_6700_6670",3.939049959,1671020,462
"141","YP4_6750_0001",70.19999695,1673000,1078
