"","date","gage.flow","model.flow"
"275","1984-10-01",152,69.4129174483077
"276","1984-10-02",134,68.1476483391833
"277","1984-10-03",116,58.5278261235995
"278","1984-10-04",112,53.7088760048105
"279","1984-10-05",101,49.1339991908089
"280","1984-10-06",97,45.2657259994829
"281","1984-10-07",92,42.1125740096307
"282","1984-10-08",93,39.5760172221945
"283","1984-10-09",101,37.3408394429753
"284","1984-10-10",108,35.4480284911559
"285","1984-10-11",99,33.7618338728172
"286","1984-10-12",101,32.2924738985069
"287","1984-10-13",108,30.9773902059473
"288","1984-10-14",117,29.7761035947504
"289","1984-10-15",88,28.6653344813997
"290","1984-10-16",100,27.6617561828357
"291","1984-10-17",119,26.683939970971
"292","1984-10-18",96,25.7488241377964
"293","1984-10-19",118,24.855163829447
"294","1984-10-20",122,24.0609350696291
"295","1984-10-21",128,23.2501700254614
"296","1984-10-22",96,23.3022865345852
"297","1984-10-23",120,23.0890144001206
"298","1984-10-24",160,26.346657824058
"299","1984-10-25",98,28.5213527906636
"300","1984-10-26",92,28.7188486321976
"301","1984-10-27",89,28.044074095691
"302","1984-10-28",95,27.2172544735338
"303","1984-10-29",119,29.5983191048737
"304","1984-10-30",124,33.1155237228383
"305","1984-10-31",91,33.1886066519076
"306","1984-11-01",71,32.3334255437073
"307","1984-11-02",62,31.1829158144569
"308","1984-11-03",64,30.0447220682659
"309","1984-11-04",86,30.3342785367914
"310","1984-11-05",147,36.1427973027152
"311","1984-11-06",114,48.1319695773104
"312","1984-11-07",109,52.0370183330341
"313","1984-11-08",115,52.6578291328623
"314","1984-11-09",105,51.846424310855
"315","1984-11-10",91,50.4663949546895
"316","1984-11-11",96,50.6813115205747
"317","1984-11-12",90,49.7118340241816
"318","1984-11-13",105,48.3885040652532
"319","1984-11-14",101,46.8583395239915
"320","1984-11-15",84,45.318363156826
"321","1984-11-16",64,43.8187489779296
"322","1984-11-17",86,42.3937235236813
"323","1984-11-18",85,41.0413784211527
"324","1984-11-19",94,40.6504727141612
"325","1984-11-20",103,40.2394762194281
"326","1984-11-21",112,39.5715272974343
"327","1984-11-22",110,38.543289384233
"328","1984-11-23",94,37.4274346022283
"329","1984-11-24",91,36.2795375924136
"330","1984-11-25",85,35.1414031060118
"331","1984-11-26",86,34.0393444707952
"332","1984-11-27",86,32.9738586139255
"333","1984-11-28",146,45.6733117490026
"334","1984-11-29",171,70.6967708840941
"335","1984-11-30",105,75.6107062068498
"336","1984-12-01",96,69.9555416516505
"337","1984-12-02",93,65.1201876982244
"338","1984-12-03",97,62.0776144497737
"339","1984-12-04",112,59.4355131343061
"340","1984-12-05",119,58.333090389682
"341","1984-12-06",149,63.56681727762
"342","1984-12-07",140,64.8815645042488
"343","1984-12-08",102,63.1272479651625
"344","1984-12-09",94,65.3279519493808
"345","1984-12-10",93,65.9080902411097
"346","1984-12-11",92,65.8736011698487
"347","1984-12-12",90,65.2997586282406
"348","1984-12-13",89,63.3822584016394
"349","1984-12-14",88,61.2769567288303
"350","1984-12-15",88,59.670415066613
"351","1984-12-16",87,58.486225141553
"352","1984-12-17",87,57.0042534851961
"353","1984-12-18",86,55.3491205806024
"354","1984-12-19",87,53.8713358194302
"355","1984-12-20",87,52.1450142773114
"356","1984-12-21",90,52.7888802206326
"357","1984-12-22",93,53.6658710336275
"358","1984-12-23",89,53.2769857254718
"359","1984-12-24",86,52.1820465837122
"360","1984-12-25",87,50.8683989755604
"361","1984-12-26",83,49.3482872066535
"362","1984-12-27",84,47.7888002723385
"363","1984-12-28",84,46.2127623572056
"364","1984-12-29",84,44.6854253256467
"365","1984-12-30",83,43.2290818794839
"367","1985-01-01",83,43.2234173111554
"368","1985-01-02",94,43.856411392247
"369","1985-01-03",176,57.869616251003
"370","1985-01-04",243,98.7983368922546
"371","1985-01-05",174,108.016683499359
"372","1985-01-06",128,103.418240089651
"373","1985-01-07",121,103.400620300001
"374","1985-01-08",118,102.330577564994
"375","1985-01-09",123,100.703885830038
"376","1985-01-10",124,97.2620119394616
"377","1985-01-11",128,93.7505153994375
"378","1985-01-12",98,90.4870930873044
"379","1985-01-13",95,87.108994724019
"380","1985-01-14",105,84.4077718770878
"381","1985-01-15",95,83.0159335685314
"382","1985-01-16",85,80.8293812898362
"383","1985-01-17",100,81.0286916838616
"384","1985-01-18",97,76.9224671212542
"385","1985-01-19",95,75.3217199512013
"386","1985-01-20",90,76.7001068825309
"387","1985-01-21",80,75.0500427015385
"388","1985-01-22",90,72.621884037437
"389","1985-01-23",100,70.1830448777741
"390","1985-01-24",110,67.8635721306561
"391","1985-01-25",110,65.656154825041
"392","1985-01-26",110,63.6932617007612
"393","1985-01-27",110,61.8321570200296
"394","1985-01-28",110,61.4742167059167
"395","1985-01-29",110,59.7092170143088
"396","1985-01-30",120,59.7129620524932
"397","1985-01-31",118,60.2585670373486
"398","1985-02-01",320,88.3839488156717
"399","1985-02-02",428,218.08391143649
"400","1985-02-03",227,220.16656348749
"401","1985-02-04",165,190.862572126297
"402","1985-02-05",181,170.775057840305
"403","1985-02-06",167,167.956648301478
"404","1985-02-07",133,177.918507346993
