"","date","gage.flow","model.flow"
"275","1984-10-01",487,681.752804450943
"276","1984-10-02",311,271.331537698824
"277","1984-10-03",225,163.175172583087
"278","1984-10-04",180,123.592202979854
"279","1984-10-05",182,106.435043059413
"280","1984-10-06",178,94.0567171329972
"281","1984-10-07",177,85.5328719372291
"282","1984-10-08",143,79.5323188691252
"283","1984-10-09",202,75.3382707780483
"284","1984-10-10",165,71.6692756485749
"285","1984-10-11",150,68.3524182296709
"286","1984-10-12",191,65.3223546048739
"287","1984-10-13",145,62.532748113717
"288","1984-10-14",147,59.9103077752507
"289","1984-10-15",172,57.4483005665251
"290","1984-10-16",153,55.7111958150149
"291","1984-10-17",172,53.313973035818
"292","1984-10-18",153,56.781375755712
"293","1984-10-19",172,53.0630405853626
"294","1984-10-20",153,48.9215381264936
"295","1984-10-21",165,46.0454094715426
"296","1984-10-22",178,56.8995643953139
"297","1984-10-23",209,211.760287651399
"298","1984-10-24",208,341.318703723801
"299","1984-10-25",168,188.618034105931
"300","1984-10-26",192,123.240246473101
"301","1984-10-27",178,96.6644886735937
"302","1984-10-28",148,79.2148401557609
"303","1984-10-29",160,68.9563139860017
"304","1984-10-30",174,69.9415139278359
"305","1984-10-31",169,67.9188852107407
"306","1984-11-01",179,61.2442634236885
"307","1984-11-02",140,56.2902809469796
"308","1984-11-03",153,52.7079258934481
"309","1984-11-04",229,100.869539221681
"310","1984-11-05",347,379.78285906108
"311","1984-11-06",208,161.476812205344
"312","1984-11-07",198,113.746153208634
"313","1984-11-08",167,90.8421607731701
"314","1984-11-09",177,76.9625822168116
"315","1984-11-10",173,69.0781973030272
"316","1984-11-11",162,84.0122931798353
"317","1984-11-12",161,79.6274203882825
"318","1984-11-13",160,72.3435725819996
"319","1984-11-14",182,65.7776360919198
"320","1984-11-15",140,61.2759496099296
"321","1984-11-16",153,58.1860773060589
"322","1984-11-17",163,55.8833198601174
"323","1984-11-18",162,56.4341497880056
"324","1984-11-19",259,331.135139020501
"325","1984-11-20",173,173.241479532954
"326","1984-11-21",199,119.594024333734
"327","1984-11-22",160,98.2069887321182
"328","1984-11-23",169,85.2395540247319
"329","1984-11-24",169,77.618974436906
"330","1984-11-25",167,72.8593672071172
"331","1984-11-26",145,69.5307243859303
"332","1984-11-27",188,66.9106600883862
"333","1984-11-28",311,251.184105873795
"334","1984-11-29",396,687.071412111421
"335","1984-11-30",324,294.936010358298
"336","1984-12-01",285,193.323272656145
"337","1984-12-02",205,145.879384879414
"338","1984-12-03",244,125.585629876407
"339","1984-12-04",184,112.514041674656
"340","1984-12-05",234,108.498779740131
"341","1984-12-06",267,121.094083103181
"342","1984-12-07",211,110.423623435413
"343","1984-12-08",213,113.709527723974
"344","1984-12-09",187,160.514930086641
"345","1984-12-10",188,170.943322007515
"346","1984-12-11",198,211.185747233702
"347","1984-12-12",199,171.611556913809
"348","1984-12-13",201,136.976638679085
"349","1984-12-14",178,124.863945476609
"350","1984-12-15",213,117.205708732907
"351","1984-12-16",159,112.138478872541
"352","1984-12-17",166,108.293700240988
"353","1984-12-18",183,104.918148340715
"354","1984-12-19",213,102.078628884409
"355","1984-12-20",145,99.5236686788702
"356","1984-12-21",278,261.541962534561
"357","1984-12-22",226,229.264687928113
"358","1984-12-23",226,161.671208744739
"359","1984-12-24",181,134.77856324448
"360","1984-12-25",220,129.220463906137
"361","1984-12-26",191,120.807322346704
"362","1984-12-27",206,113.997547139561
"363","1984-12-28",190,109.135838953898
"364","1984-12-29",187,105.23818189071
"365","1984-12-30",179,102.5469871
"366","1984-12-31",271,202.734802314739
"367","1985-01-01",172,148.387756204033
"368","1985-01-02",230,138.073652409738
"369","1985-01-03",454,394.23332235303
"370","1985-01-04",968,616.808700736756
"371","1985-01-05",807,463.8381161844
"372","1985-01-06",605,313.656073324239
"373","1985-01-07",447,265.304011385818
"374","1985-01-08",397,243.769982171129
"375","1985-01-09",349,219.353018815036
"376","1985-01-10",314,201.830103988089
"377","1985-01-11",292,192.424188123249
"378","1985-01-12",277,184.934201976549
"379","1985-01-13",232,178.958152386485
"380","1985-01-14",233,174.129737345601
"381","1985-01-15",229,170.546893976973
"382","1985-01-16",222,166.659989613521
"383","1985-01-17",224,166.954739193369
"384","1985-01-18",231,164.503256925491
"385","1985-01-19",228,198.406908871435
"386","1985-01-20",170,189.877193310847
"387","1985-01-21",130,164.235775981702
"388","1985-01-22",150,156.683644846273
"389","1985-01-23",170,152.132715158358
"390","1985-01-24",190,148.239160463657
"391","1985-01-25",195,151.274167331964
"392","1985-01-26",183,154.503058628864
