"","date","gage.flow","model.flow"
"275","1984-10-01",141,90.7715473433904
"276","1984-10-02",85,74.5918574859932
"277","1984-10-03",69,55.1466001172953
"278","1984-10-04",58,44.9479228881746
"279","1984-10-05",56,39.7452233976281
"280","1984-10-06",54,36.7270094025783
"281","1984-10-07",55,34.6589732684298
"282","1984-10-08",55,32.936729843099
"283","1984-10-09",55,31.3917982162451
"284","1984-10-10",58,29.9578105509896
"285","1984-10-11",58,28.6386295094403
"286","1984-10-12",55,27.3894264139814
"287","1984-10-13",54,26.1859674914103
"288","1984-10-14",54,25.0442523713612
"289","1984-10-15",52,23.9547605513397
"290","1984-10-16",53,22.9485827249286
"291","1984-10-17",55,22.0026687086519
"292","1984-10-18",58,21.3912739647363
"293","1984-10-19",58,20.1672729431476
"294","1984-10-20",57,19.0053207438435
"295","1984-10-21",56,18.1320003539175
"296","1984-10-22",55,17.8097952741461
"297","1984-10-23",75,25.0054241613894
"298","1984-10-24",224,83.7346628311961
"299","1984-10-25",111,64.1148932578571
"300","1984-10-26",76,43.9269456661988
"301","1984-10-27",68,33.9597198456944
"302","1984-10-28",64,29.2632151642588
"303","1984-10-29",69,31.445695598623
"304","1984-10-30",65,28.40925974645
"305","1984-10-31",64,26.4662673890176
"306","1984-11-01",61,25.0572053733121
"307","1984-11-02",61,23.9134719176903
"308","1984-11-03",59,22.9187863405743
"309","1984-11-04",58,22.2156828890179
"310","1984-11-05",67,27.7428386772177
"311","1984-11-06",69,30.9254680749465
"312","1984-11-07",62,28.4537715814342
"313","1984-11-08",59,25.8322290657363
"314","1984-11-09",58,24.1473601298923
"315","1984-11-10",59,22.8476507330012
"316","1984-11-11",62,29.5517893006047
"317","1984-11-12",64,27.1448209684777
"318","1984-11-13",59,24.416333144494
"319","1984-11-14",57,22.702935984723
"320","1984-11-15",57,21.4595914465751
"321","1984-11-16",58,20.445034350237
"322","1984-11-17",57,19.5828703631873
"323","1984-11-18",57,18.8305472409738
"324","1984-11-19",102,49.7623327133928
"325","1984-11-20",97,42.5624021483439
"326","1984-11-21",71,34.7628912862195
"327","1984-11-22",65,30.6009848232035
"328","1984-11-23",63,28.2241472959245
"329","1984-11-24",63,26.6146121479097
"330","1984-11-25",62,25.336382472795
"331","1984-11-26",61,24.234392023427
"332","1984-11-27",61,23.1967133088639
"333","1984-11-28",103,33.4277612764144
"334","1984-11-29",259,113.579355289863
"335","1984-11-30",127,95.9199233922895
"336","1984-12-01",99,61.8173249386051
"337","1984-12-02",87,45.7346286677273
"338","1984-12-03",85,42.0953397482909
"339","1984-12-04",82,39.381771348921
"340","1984-12-05",82,38.2952956992309
"341","1984-12-06",193,45.5046825385893
"342","1984-12-07",146,42.8569602464801
"343","1984-12-08",110,40.6834182652788
"344","1984-12-09",98,46.4494061073621
"345","1984-12-10",92,54.8278946888248
"346","1984-12-11",89,65.324606370432
"347","1984-12-12",85,69.5521292795543
"348","1984-12-13",82,67.6430418124507
"349","1984-12-14",81,64.2766143646083
"350","1984-12-15",79,61.0397427362887
"351","1984-12-16",79,58.4678958271242
"352","1984-12-17",80,56.2795486594606
"353","1984-12-18",79,54.128731391743
"354","1984-12-19",80,52.43647392188
"355","1984-12-20",79,50.2415619638506
"356","1984-12-21",95,60.1539744502039
"357","1984-12-22",124,79.7570724292218
"358","1984-12-23",103,73.4177303833973
"359","1984-12-24",91,64.0985753237614
"360","1984-12-25",87,58.4902818218218
"361","1984-12-26",81,54.9623391851891
"362","1984-12-27",80,52.4167154867331
"363","1984-12-28",80,50.2337456420125
"364","1984-12-29",80,48.2204360041962
"365","1984-12-30",79,46.4064155601748
"366","1984-12-31",95,58.094584367355
"367","1985-01-01",101,59.2104692575778
"368","1985-01-02",92,55.4409247535196
"369","1985-01-03",375,87.1741259627187
"370","1985-01-04",630,169.365878508361
"371","1985-01-05",408,279.499150588394
"372","1985-01-06",241,217.686671661717
"373","1985-01-07",183,148.79256259768
"374","1985-01-08",153,121.787530057239
"375","1985-01-09",131,111.400873560104
"376","1985-01-10",120,104.599429923392
"377","1985-01-11",116,100.023513151164
"378","1985-01-12",108,96.4877011513529
"379","1985-01-13",102,93.3899919955529
"380","1985-01-14",100,90.4478267923659
"381","1985-01-15",96,87.5795831724894
"382","1985-01-16",90,84.7594399745708
"383","1985-01-17",100,83.9133764167312
"384","1985-01-18",102,79.8627388518659
"385","1985-01-19",103,81.8433409507972
"386","1985-01-20",95,88.2458995131577
"387","1985-01-21",86,83.7647971136602
"388","1985-01-22",84,79.1299740838989
"389","1985-01-23",79,75.395045570861
"390","1985-01-24",78,72.2439943433526
"391","1985-01-25",78,69.9550714547637
"392","1985-01-26",79,69.9176212835275
"393","1985-01-27",79,68.6211006298219
"394","1985-01-28",80,66.7831474777261
"395","1985-01-29",83,66.2629333105576
"396","1985-01-30",88,67.5988866895823
"397","1985-01-31",135,69.9079424930772
"398","1985-02-01",748,232.602225093707
"399","1985-02-02",1050,723.80047806526
"400","1985-02-03",453,503.26220122779
"401","1985-02-04",251,297.165398469984
"402","1985-02-05",198,212.684287851588
"403","1985-02-06",181,180.819878996234
"404","1985-02-07",160,176.002997386099
"405","1985-02-08",136,180.880238410037
"406","1985-02-09",129,167.090659068717
"407","1985-02-10",125,158.125316803423
"408","1985-02-11",118,153.300979348419
"409","1985-02-12",1070,217.932476238507
"410","1985-02-13",459,276.677528670136
"411","1985-02-14",248,245.693705616754
"412","1985-02-15",194,226.246139859806
"413","1985-02-16",165,210.467223545425
"414","1985-02-17",152,191.764997303525
"415","1985-02-18",141,212.710657517125
"416","1985-02-19",135,237.271283295004
"417","1985-02-20",130,227.071411612453
"418","1985-02-21",124,216.529402770121
"419","1985-02-22",123,209.950869819409
"420","1985-02-23",121,205.471176331467
"421","1985-02-24",120,193.649059603809
"422","1985-02-25",117,185.304165758556
"423","1985-02-26",190,374.289462883134
"424","1985-02-27",166,305.859907683319
"425","1985-02-28",135,231.288132127712
"426","1985-03-01",124,197.893715173499
"427","1985-03-02",120,181.759951627853
"428","1985-03-03",112,171.935673054658
"429","1985-03-04",108,164.450117700021
"430","1985-03-05",108,157.784413068942
"431","1985-03-06",101,151.424031389047
"432","1985-03-07",96,145.449925306425
"433","1985-03-08",98,139.633841177956
"434","1985-03-09",102,133.98601781339
"435","1985-03-10",97,128.46927841905
"436","1985-03-11",95,123.274463838369
"437","1985-03-12",98,119.345077068666
"438","1985-03-13",90,114.484357188553
"439","1985-03-14",90,109.652989424768
"440","1985-03-15",89,105.039564013241
"441","1985-03-16",86,100.627080653116
"442","1985-03-17",87,96.3270884860186
"443","1985-03-18",85,92.2056059356017
"444","1985-03-19",81,88.30050704732
"445","1985-03-20",82,84.4829159063817
"446","1985-03-21",81,80.7678664166255
"447","1985-03-22",96,80.3987661243162
"448","1985-03-23",146,132.734641577148
"449","1985-03-24",126,120.247018531792
"450","1985-03-25",109,105.153804190725
"451","1985-03-26",97,94.7658210650995
"452","1985-03-27",93,87.8246827728848
"453","1985-03-28",91,82.7922944394851
"454","1985-03-29",91,78.5862077768082
"455","1985-03-30",90,74.8766305366055
"456","1985-03-31",86,71.6929644861255
"457","1985-04-01",88,68.8877744836536
"458","1985-04-02",84,65.9408238139378
"459","1985-04-03",81,63.0592894222311
"460","1985-04-04",80,60.233214667838
"461","1985-04-05",80,57.424716195756
"462","1985-04-06",79,55.0044368877724
"463","1985-04-07",76,52.6429574417589
"464","1985-04-08",76,50.5189418282347
"465","1985-04-09",75,48.547225813055
"466","1985-04-10",73,46.4288757696629
"467","1985-04-11",75,44.3640709256406
"468","1985-04-12",76,42.2955368101968
"469","1985-04-13",75,40.2698901496
"470","1985-04-14",76,38.3902366100003
"471","1985-04-15",78,36.7503916727494
"472","1985-04-16",127,56.2091864726912
"473","1985-04-17",116,51.547798938563
"474","1985-04-18",89,44.6644282718321
"475","1985-04-19",82,40.2353289489861
"476","1985-04-20",78,37.3080177573765
"477","1985-04-21",74,35.177732309705
"478","1985-04-22",70,33.3656332588596
"479","1985-04-23",68,31.7592090692975
